市区町丁,総合計,凶悪犯計,凶悪犯強盗,凶悪犯その他,粗暴犯計,粗暴犯凶器準備集合,粗暴犯暴行,粗暴犯傷害,粗暴犯脅迫,粗暴犯恐喝,侵入窃盗計,侵入窃盗金庫破り,侵入窃盗学校荒し,侵入窃盗事務所荒し,侵入窃盗出店荒し,侵入窃盗空き巣,侵入窃盗忍込み,侵入窃盗居空き,侵入窃盗その他,非侵入窃盗計,非侵入窃盗自動車盗,非侵入窃盗オートバイ盗,非侵入窃盗自転車盗,非侵入窃盗車上ねらい,非侵入窃盗自販機ねらい,非侵入窃盗工事場ねらい,非侵入窃盗すり,非侵入窃盗ひったくり,非侵入窃盗置引き,非侵入窃盗万引き,非侵入窃盗その他,その他計,その他詐欺,その他占有離脱物横領,その他その他知能犯,その他賭博,その他その他刑法犯
荒川区町屋７丁目,21,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,6,0,0,0,0,0,0,0,2,11,3,1,0,0,7
荒川区町屋８丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,2,3,1,0,0,0,2
荒川区東尾久１丁目,16,0,0,0,3,0,2,1,0,0,2,0,0,0,0,2,0,0,0,5,0,0,3,0,0,0,0,0,0,0,2,6,2,0,0,0,4
荒川区東尾久２丁目,23,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,4,13,3,0,0,0,10
荒川区東尾久３丁目,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,1,0,0,0,0,0,5,8,3,3,0,0,2
荒川区東尾久４丁目,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,5,1,0,1,0,0,0,9,2,6,3,0,0,0,3
荒川区東尾久５丁目,10,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,1,0,0,0,0,0,2,2,1,0,0,0,1
荒川区東尾久６丁目,32,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,14,0,0,0,0,0,0,4,3,9,3,0,0,0,6
荒川区東尾久７丁目,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,2
荒川区東尾久８丁目,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,0,0,1,0,0,0,5,4,3,1,0,0,0,2
荒川区西尾久１丁目,12,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,6,0,0,2,0,1,0,0,0,0,1,2,3,1,1,0,0,1
荒川区西尾久２丁目,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,0,3,0,0,0,0,0,0,1,5,1,0,0,0,0,1
荒川区西尾久３丁目,27,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,18,0,0,9,1,0,0,0,0,3,3,2,7,4,2,0,0,1
荒川区西尾久４丁目,38,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,4,1,0,0,0,0,0,0,22,10,7,0,0,0,3
荒川区西尾久５丁目,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,4,1,2,0,0,0,0,2
荒川区西尾久６丁目,7,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0
荒川区西尾久７丁目,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,4,4,0,0,0,0
荒川区西尾久８丁目,16,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,0,0,0,0,0,2,2,7,4,1,0,0,2
荒川区東日暮里１丁目,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7,1,1,1,0,0,0,4,7,7,3,0,0,0,4
荒川区東日暮里２丁目,10,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0,1
荒川区東日暮里３丁目,23,1,0,1,3,0,1,2,0,0,1,0,0,0,0,1,0,0,0,14,0,0,7,0,0,0,0,0,0,1,6,4,1,0,0,0,3
荒川区東日暮里４丁目,22,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,1,0,0,0,3,10,2,2,0,0,0,0
荒川区東日暮里５丁目,44,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29,0,0,13,0,0,1,0,0,0,0,15,11,7,2,0,0,2
荒川区東日暮里６丁目,31,2,0,2,3,0,0,3,0,0,1,0,1,0,0,0,0,0,0,17,0,0,6,1,0,0,0,0,0,2,8,8,3,2,0,0,3
荒川区西日暮里１丁目,42,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33,0,1,13,1,0,2,0,0,0,0,16,7,3,1,0,0,3
荒川区西日暮里２丁目,96,2,0,2,14,0,10,4,0,0,1,0,0,0,0,1,0,0,0,54,0,0,14,1,0,1,0,0,5,6,27,25,7,3,1,0,14
荒川区西日暮里３丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,3,0,5,1,0,0,0,4
荒川区西日暮里４丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,6,4,0,0,0,2
荒川区西日暮里５丁目,67,1,0,1,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,43,0,1,17,2,0,0,2,0,0,2,19,16,1,6,0,0,9
荒川区西日暮里６丁目,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,9,1,0,1,0,0,0,0,5,7,1,1,0,0,5
荒川区計,1328,16,2,14,101,0,54,38,6,3,19,0,1,0,1,9,0,0,8,844,2,4,389,22,4,10,3,3,11,124,272,348,134,41,5,0,168
板橋区板橋１丁目,83,2,1,1,3,0,3,0,0,0,2,0,0,0,0,2,0,0,0,56,0,0,27,1,0,0,3,0,0,17,8,20,5,3,0,0,12
板橋区板橋２丁目,41,0,0,0,3,0,2,1,0,0,2,0,0,0,0,2,0,0,0,30,0,0,12,2,0,0,0,0,0,4,12,6,1,0,0,0,5
板橋区板橋３丁目,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,12,1,0,0,0,0,0,8,3,5,1,1,0,0,3
板橋区板橋４丁目,15,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,8,4,0,0,0,4
板橋区加賀１丁目,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,0,5,0,0,0,0,0,0,0,4,1,1,0,0,0,0
板橋区加賀２丁目,23,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,1,7,8,2,0,0,0,6
板橋区大山東町,53,1,1,0,7,0,3,4,0,0,1,0,0,0,1,0,0,0,0,30,0,0,22,0,0,0,0,0,0,0,8,14,5,0,0,0,9
板橋区大山金井町,36,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,28,0,1,16,1,0,0,0,0,0,4,6,6,3,1,0,0,2
板橋区熊野町,35,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,16,1,0,0,0,0,0,0,2,13,1,0,1,0,11
板橋区中丸町,29,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,13,0,0,0,0,1,0,0,4,8,4,1,0,0,3
板橋区南町,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24,0,0,10,4,0,0,0,0,0,6,4,6,0,4,0,0,2
板橋区稲荷台,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,14,0,0,0,0,0,0,0,2,1,1,0,0,0,0
板橋区仲宿,44,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,12,0,0,1,0,0,0,11,13,6,3,1,0,0,2
板橋区氷川町,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,14,1,0,0,0,0,0,0,5,5,1,1,0,0,3
板橋区栄町,17,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,10,0,0,5,2,0,0,0,0,0,1,2,5,4,0,0,0,1
板橋区大山町,106,0,0,0,9,0,7,2,0,0,2,1,0,0,0,1,0,0,0,84,0,1,25,3,0,0,1,0,0,33,21,11,5,1,0,0,5
板橋区大山西町,40,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,32,0,0,19,2,0,0,0,0,0,2,9,5,1,0,0,0,4
板橋区幸町,32,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,25,0,1,19,1,0,0,0,0,0,1,3,5,2,0,0,0,3
板橋区中板橋,43,1,1,0,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,29,0,0,6,0,0,0,0,0,0,21,2,8,2,2,0,0,4
板橋区仲町,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,10,0,0,0,0,0,0,0,1,4,0,0,0,0,4
板橋区弥生町,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,0,0,10,0,0,0,0,0,0,3,3,6,1,3,0,0,2
板橋区本町,62,0,0,0,3,0,1,1,1,0,2,0,0,0,2,0,0,0,0,54,0,0,36,1,0,1,0,0,0,1,15,3,1,0,0,0,2
板橋区大和町,28,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,1,16,0,0,12,0,0,0,0,0,0,1,3,8,4,0,0,0,4
板橋区双葉町,19,0,0,0,2,0,1,1,0,0,2,0,0,0,0,1,0,0,1,11,0,1,7,1,0,0,0,0,0,0,2,4,2,0,0,0,2
板橋区富士見町,24,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,0,0,0,0,0,0,0,4,8,2,2,0,0,4
板橋区大谷口上町,32,2,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,22,0,1,7,0,0,0,0,0,0,2,12,5,1,2,0,0,2
板橋区大谷口北町,29,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,22,0,1,12,1,0,0,0,0,0,3,5,5,3,1,0,0,1
板橋区大谷口１丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,1
板橋区大谷口２丁目,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
板橋区向原１丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0
板橋区向原２丁目,20,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,0,0,0,0,0,0,1,3,4,2,1,0,0,1
板橋区向原３丁目,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,2,2,4,0,0,0,0,4
板橋区小茂根１丁目,48,1,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,21,15,0,0,9,1,0,0,0,0,0,0,5,11,3,3,0,0,5
板橋区小茂根２丁目,11,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,5,1,0,0,0,0,0,0,0,3,1,0,1,0,1
板橋区小茂根３丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0
板橋区小茂根４丁目,7,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3
板橋区小茂根５丁目,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
板橋区常盤台１丁目,36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,16,0,0,0,0,0,0,1,4,14,6,1,0,0,7
板橋区常盤台２丁目,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,3,3,2,0,1,0,0
板橋区常盤台３丁目,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,8,0,0,2,1,0,0,0,0,0,0,5,1,0,0,0,0,1
板橋区常盤台４丁目,39,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,21,1,0,0,0,0,0,1,6,6,1,2,0,0,3
板橋区南常盤台１丁目,28,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5,0,0,0,0,0,0,11,8,2,1,0,0,0,1
板橋区南常盤台２丁目,14,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,10,0,1,5,0,0,0,0,0,0,0,4,2,0,1,0,0,1
板橋区上板橋１丁目,30,1,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,18,0,0,6,0,0,0,0,0,0,7,5,8,5,1,0,0,2
板橋区上板橋２丁目,27,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,11,1,0,0,0,0,0,1,3,8,3,1,0,0,4
板橋区上板橋３丁目,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,4,0,5,1,1,0,0,3
板橋区清水町,39,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,24,0,0,17,0,0,2,0,0,0,0,5,12,1,1,0,0,10
板橋区蓮沼町,51,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,29,1,0,1,0,0,0,3,6,9,1,2,0,0,6
板橋区大原町,21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,7,2,5,3,0,0,0,2
板橋区泉町,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,0,3
板橋区宮本町,26,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,14,0,0,0,0,0,0,2,3,4,2,1,0,0,1
板橋区志村１丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,1,2,5,3,1,0,0,1
板橋区志村２丁目,12,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,1,0,0,0,1,2,2,0,0,0,0,2
板橋区志村３丁目,56,1,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,45,0,1,19,1,0,0,0,0,0,13,11,7,4,1,0,0,2
板橋区東坂下１丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,3,1,0,0,0,2
板橋区東坂下２丁目,10,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1
板橋区小豆沢１丁目,12,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,9,0,0,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0
板橋区小豆沢２丁目,28,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,10,1,0,0,0,0,0,2,4,6,3,2,0,0,1
板橋区小豆沢３丁目,26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,11,2,0,0,0,0,0,5,3,4,0,0,0,0,4
板橋区小豆沢４丁目,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,4,0,0,1,0,0,0,0,0,0,2,1,5,5,0,0,0,0
板橋区西台１丁目,11,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,4,0,0,0,0,0,0,0,1,3,2,0,0,0,1
板橋区西台２丁目,18,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,11,0,3,8,0,0,0,0,0,0,0,0,4,1,1,0,0,2
板橋区西台３丁目,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,0,0,0,0,0,2,5,3,0,0,0,2
板橋区西台４丁目,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,1,0,3,1,0,0,0,2
板橋区中台１丁目,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,2,15,0,0,0,0,0,0,0,5,7,6,0,0,0,1
板橋区中台２丁目,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0
板橋区中台３丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0
板橋区相生町,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,18,1,0,0,0,0,1,0,4,3,1,0,0,0,2
板橋区若木１丁目,13,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,7,0,1,4,0,0,0,0,0,0,0,2,3,0,0,0,0,3
板橋区若木２丁目,17,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,8,0,1,4,0,0,0,0,0,0,2,1,6,1,0,0,0,5
板橋区若木３丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
板橋区舟渡１丁目,32,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,12,2,0,0,0,0,0,5,6,3,2,0,0,0,1
板橋区舟渡２丁目,15,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,1,1,0,0,0,0,0,2,4,0,1,0,0,3
板橋区舟渡３丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
板橋区舟渡４丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
板橋区坂下１丁目,19,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,3,4,3,2,0,0,0,1
板橋区坂下２丁目,29,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,13,0,0,1,0,0,0,2,2,8,3,0,2,0,3
板橋区坂下３丁目,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,3,0,0,1,0,0,0,0,5,10,3,1,1,0,5
板橋区蓮根１丁目,15,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,4,1,0,0,0,0,0,0,1,5,3,0,0,0,2
板橋区蓮根２丁目,44,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,20,0,0,0,0,0,1,6,6,8,3,0,1,0,4
板橋区蓮根３丁目,40,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,9,0,0,1,0,0,0,15,6,8,5,1,0,0,2
板橋区前野町１丁目,26,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,17,0,2,7,0,0,0,0,0,0,3,5,7,2,0,0,0,5
板橋区前野町２丁目,31,0,0,0,4,0,2,1,1,0,1,0,0,0,0,0,0,0,1,18,0,0,11,0,0,0,0,0,0,4,3,8,5,0,0,0,3
板橋区前野町３丁目,24,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,17,0,0,5,0,0,0,0,0,0,6,6,5,1,0,0,0,4
板橋区前野町４丁目,25,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,15,1,1,6,0,0,0,0,0,0,4,3,7,2,2,0,0,3
板橋区前野町５丁目,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,2,4,1,0,0,0,3
板橋区前野町６丁目,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,6,0,0,0,0,0,0,7,1,10,6,2,0,0,2
板橋区赤塚１丁目,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,8,2,0,0,0,1,0,2,1,2,1,1,0,0,0
板橋区赤塚２丁目,20,0,0,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,11,0,0,8,0,0,0,0,0,0,0,3,6,1,0,0,0,5
板橋区赤塚３丁目,12,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,1,3,3,3,0,0,0,0
板橋区赤塚４丁目,22,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,1,0,0,0,0,5,11,6,0,0,0,5
板橋区赤塚５丁目,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,8,0,0,0,0,0,0,0,2,1,0,0,0,0,1
板橋区赤塚６丁目,15,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,7,0,0,5,0,0,0,0,0,0,0,2,5,2,0,0,0,3
板橋区赤塚７丁目,8,0,0,0,2,0,1,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0
板橋区赤塚８丁目,7,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
板橋区赤塚新町１丁目,18,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,8,1,0,1,0,0,0,0,2,4,2,0,0,0,2
板橋区赤塚新町２丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,2,4,3,0,0,0,1
板橋区赤塚新町３丁目,29,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,7,0,0,0,0,0,1,5,7,6,1,1,0,0,4
板橋区四葉１丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,5,0,0,0,0,0,0,0,4,3,0,0,0,0,3
板橋区四葉２丁目,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,0,0,6,0,0,0,0,0,0,1,3,2,1,0,0,0,1
板橋区大門,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
板橋区三園１丁目,36,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,21,0,0,14,1,0,0,0,0,0,1,5,12,1,2,2,0,7
板橋区三園２丁目,8,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1
板橋区成増１丁目,42,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,16,1,0,0,0,0,0,5,6,13,8,0,0,0,5
板橋区成増２丁目,138,0,0,0,14,0,12,2,0,0,1,0,0,0,0,0,0,0,1,89,0,0,43,0,0,0,1,0,0,11,34,34,6,3,0,0,25
板橋区成増３丁目,54,0,0,0,5,0,3,1,1,0,1,0,0,0,0,0,0,0,1,34,0,3,15,2,0,0,0,0,0,10,4,14,5,2,0,0,7
板橋区成増４丁目,18,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,8,0,0,4,0,0,0,0,0,0,0,4,7,4,0,0,0,3
板橋区成増５丁目,22,0,0,0,4,0,1,1,2,0,1,0,0,0,0,1,0,0,0,10,1,1,4,0,0,0,0,0,0,1,3,7,2,1,0,0,4
板橋区徳丸１丁目,32,0,0,0,5,0,4,1,0,0,5,0,0,0,0,5,0,0,0,14,0,0,12,0,0,0,0,0,0,1,1,8,5,1,0,0,2
板橋区徳丸２丁目,87,0,0,0,3,0,2,1,0,0,2,0,0,0,0,1,0,0,1,74,0,1,23,2,0,0,1,0,1,31,15,8,2,0,1,0,5
板橋区徳丸３丁目,35,2,1,1,5,0,1,4,0,0,1,0,0,0,0,1,0,0,0,15,0,1,9,0,0,0,0,0,1,0,4,12,4,0,0,0,8
板橋区徳丸４丁目,16,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,6,4,2,0,0,0,2
板橋区徳丸５丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0
板橋区徳丸６丁目,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,3,0,0,0,0,0,0,0,2,5,2,0,0,0,3
板橋区徳丸７丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
板橋区徳丸８丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,10,4,0,0,0,6
板橋区東山町,16,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,10,0,0,6,0,0,1,0,1,0,0,2,4,1,1,0,0,2
板橋区東新町１丁目,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,8,0,0,1,0,0,0,0,3,7,1,3,0,0,3
板橋区東新町２丁目,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,1,4,7,1,1,0,0,5
板橋区桜川１丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
板橋区桜川２丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,2,2,1,1,0,0,0
板橋区桜川３丁目,21,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,0,3,2,6,2,0,0,0,4
板橋区高島平１丁目,59,0,0,0,11,0,10,1,0,0,0,0,0,0,0,0,0,0,0,34,0,0,15,3,0,0,0,0,0,7,9,14,3,0,1,0,10
板橋区高島平２丁目,104,2,0,2,7,0,4,3,0,0,1,0,0,0,0,1,0,0,0,68,0,5,26,3,0,0,0,0,0,18,16,26,8,2,0,0,16
板橋区高島平３丁目,45,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,29,0,0,19,2,0,0,0,0,0,2,6,13,4,1,0,0,8
板橋区高島平４丁目,20,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,1,6,1,0,3,0,0,0,0,0,0,0,2,11,3,0,0,0,8
板橋区高島平５丁目,14,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,7,0,0,5,1,0,0,0,0,0,0,1,4,2,0,0,0,2
